username,screen_name,created_at,retweets,likes,cleaned_text,sentiment
#JusticeForArgo | Sasongko Harijolukito M.,darkhustle__,Sun Jun 01 23:49:32 +0000 2025,0,1,dare enough to leave my hometown bukan saran yang bijak dan berlaku ke semua orang tapi merantau dari jawa barat aja udh good deals buat saya gatau kenapa lebih care org2 rantau saat kita kelaparan sisanya hayuk ikhtiar supaya ada pekerjaan tetap disana kaburajadulu,positive
Intan,ruhaeniintan,Sun Jun 01 23:07:19 +0000 2025,0,2,baru tahu kalau pada saat krismon 1997 ada lonjakan pengiriman tki ke luar negeri karena dampak phk besarbesaran di sini jadi kaburajadulu ternyata bukan yang pertama,positive
Satya Fariz,satya_fariz,Sun Jun 01 16:14:22 +0000 2025,4,20,tips paling ampuh 1 jadi kutu loncat kemungkinan kamu naik gaji di kantor yang sama itu kecil banget kecuali kalo naik jabatan itu pun naik nya sedikit banget tiap berapa tahun sih orang bisa naik jabatan 2 cari kerjaan di job market luar negeri kaburajadulu,positive
ciyo🍉🌈,hangoveu,Sun Jun 01 15:58:12 +0000 2025,0,0,padahal gue yg pengen kaburajadulu taun ini tapi eh temen gue yg pns yg dapet beasiswa s2 di korea itu taun ini melting face melting face tungguin yak gue bakal nyusul kissing face with closed eyes dashing away,positive
Zakaria Adham,jecq74,Sun Jun 01 15:32:50 +0000 2025,0,0,warga nya suruh pindah aja nder kaburajadulu grinning face with sweat,positive
𓇼 ꕤfish⋆.˚𓆝,ikanwonpil,Sun Jun 01 15:26:42 +0000 2025,0,0,aku bertiga berani kalau banyakan mending kaburajadulu,positive
Satrio BudiDharmawan,SBDharmawan,Sun Jun 01 15:01:56 +0000 2025,0,0,terlepas dari probabilitas migrasi status driver dari mitra menjadi karyawan andaikata perusahaan ride hailing ojol sebut saja dan memilih tutup dan kaburajadulu dari wakanda eh indonesia sudahkah terbayangkan dampaknya terhadap ekonomi indonesia,positive
nyaw,cinnamorwooll,Sun Jun 01 14:39:59 +0000 2025,0,1,kaburajadulu ke kl dan ke xh,positive
"Jaeysen Kanily, MBA",jaeysenkanily,Sun Jun 01 14:17:03 +0000 2025,0,0,jadi daripada kita kaburajadulu mendingan kita beaming face with smiling eyes beaming face with smiling eyes negara happy masyarakat semakin happy tentunya kalau sudah sukses kita dan keluarga pun pasti happy,negative
.,nnkxknn,Sun Jun 01 13:44:42 +0000 2025,0,0,idih gw nge tweet apa iniii loudly crying face kesurupan pahlawan khh sakit bgt bilang bakal selalu di hati ga bgt tanam dalam mindset kaburajadulu hand with fingers splayed light skin tone,positive
aca,lov3rdee,Sun Jun 01 13:29:04 +0000 2025,0,0,kaburajadulu jadi 2 manusia pengangguran yg sibuk kesana kemariwkwkw,positive
nine!,jubrunj,Sun Jun 01 13:10:35 +0000 2025,0,0,udahlah langsung aja kaburajadulu,positive
Ayes mungil,avtumnst,Sun Jun 01 12:35:33 +0000 2025,0,0,kemana aja yang penting kaburajadulu,positive
bell,xiamiau,Sun Jun 01 11:54:39 +0000 2025,0,0,aku rasa ini worth it dilakukan so bismillah kaburajadulu,neutral
Ayes mungil,avtumnst,Sun Jun 01 11:33:46 +0000 2025,0,0,yang satunya ikut kaburajadulu itu yh,positive
Jovias.,Morncrest,Sun Jun 01 11:31:59 +0000 2025,0,0,itu pertanda kalau kamu harus kaburajadulu,positive
Paman Franky,Muhdianto,Sun Jun 01 10:44:19 +0000 2025,0,2,cerita kita sulit dicerna tak lagi sama mata uangnya cerita kita sulit diterka tak lagi sama apply visanya kaburajadulu,positive
phinot✨,effortlesgenius,Sun Jun 01 10:33:02 +0000 2025,0,3,bolee ntr jemput yakk wkwk woman dancing mediumlight skin tone mau ktmu sm kaka axel ganteng sm tante smiling face with open hands bang tmn mamaku tante oti di perth kmrn smpt ngajak kaburajadulu di sana rolling on the floor laughing face with tears of joy tp kan aq hrs stay lama disana kerjaanku piye rolling on the floor laughing,positive
Rili,tiramisyu_xoxo,Sun Jun 01 10:16:26 +0000 2025,0,0,semakin ingin utk kaburajadulu,positive
Amalia,Amaliarzky_02,Sun Jun 01 10:09:34 +0000 2025,0,0,bawa lari moh kaburajadulu,positive
Takachan,Takato_chama,Sun Jun 01 10:07:03 +0000 2025,0,0,kaburajadulu imut akuh kabur dluh,positive
aliviaawin 🍉,aliviaawin,Sun Jun 01 09:22:43 +0000 2025,0,1,lihatlah mukamuka bahagia yang sudah kaburajadulu itu rolling on the floor laughing rolling on the floor laughing rolling on the floor laughing rolling on the floor laughing,positive
,Maxbet268Ofc,Sun Jun 01 08:34:07 +0000 2025,0,0,spin sekali cuan berkalikali kaburajadulu,positive
CLOSE!!!,service_jember,Sun Jun 01 08:31:26 +0000 2025,0,1,daripada bayar ipi puluhan juta di ptn indo ujungnya juga madesu susah cari kerja mending langsung kaburajadulu kan,positive
Ƨiiiip ˖°🧃.,mauminwon,Sun Jun 01 08:00:16 +0000 2025,0,0,bismillahirrahmanirrahim lulus langsung kerja di luar negeri dengan gaji layak kaburajadulu,negative
isi galeri lora,lauraruttt,Sun Jun 01 07:56:36 +0000 2025,0,0,mending cpns atau bumn mending kaburajadulu,positive
MG.,mingyucim,Sun Jun 01 07:24:11 +0000 2025,0,0,elvaro sih udah pasti jadi chef handal dan hidup bahagia bersama pacar dia ya udah menjadi pasusu bahagia deh pokoknya terus mau kaburajadulu ke swiss jugaaa untuk beternak sapi dan jadi guru menggambar yang handal huhu siapa sangka di masa depan akan indah gini face with peeking eye,negative
vladinord01,vladinord01,Sun Jun 01 06:49:07 +0000 2025,0,0,ternyata tambah banyak cobaan hidup sampeyan sudah ga nyaman kan di indonesia jagan sampai dia mikir kaburajadulu,positive
INDONESIAN CAR CULTURE,SelebtwitMobil,Sun Jun 01 06:43:23 +0000 2025,1,3,biasanya 1 orang fomo ada mobil baru lain 2 tiba2 dpt rejeki berlimpah jd mau upgrade 3 tiba2 butuh uang terpaksa jual aset 4 perubahan situasi misal tiba2 hamil butuh mpv 5 kesempatan kaburajadulu jd mobil di indonesia tdk terpakai lg 5 sekedar nyesel gak cocok aja,positive
A Professional Overthinker,rizalakbarm_,Sun Jun 01 05:10:15 +0000 2025,0,0,lu enak dari udah kaburajadulu lah gw pensive face,positive
gabriela,heeyuffyyap,Sun Jun 01 04:58:44 +0000 2025,0,0,mau ikut trend kaburajadulu,positive
safa the man,safaidxfr,Sun Jun 01 04:42:42 +0000 2025,0,0,masih bisa ikut kaburajadulu kok kamu cuma manusia tepat guna yang lahir di tempat yang salah,positive
🍋,homosexuette,Sun Jun 01 04:39:13 +0000 2025,0,0,emang paling bener kaburajadulu,positive
c,ciqalbakal,Sun Jun 01 04:12:35 +0000 2025,0,0,paham sih ada orang indo di ln wkt itu ngetwit gembosin motivasi orang2 indo yg mau take the chance to kaburajadulu lewat jalur karir dan akademik meanwhile dia sendiri dgn bangga jalur lendir ya emang ada aja org kek gitu tapi yg baik2 knp harus dijudge jg,positive
ilham wahyu s,ilhampid,Sun Jun 01 03:27:15 +0000 2025,2,20,ingat job fair hanya formalitas wapres nya jalur dalam menteri yg diangkat nya cuma bilang yg kaburajadulu tidak pancasila pejabat bawahan nya pengangguran tinggi jgn pilih pilih perkerjaan job fair begitu masih bilang gitu bangsa ku neutral face neutral face,positive
kei,ripple2s,Sun Jun 01 03:25:00 +0000 2025,0,0,setuju kaburajadulu,neutral
nadhifa 🍀 || freebies eaJ PJF,nadhs_123,Sun Jun 01 03:22:49 +0000 2025,0,0,ayo ayo kaburajadulu ke surabaya,positive
ahay ahay,skyyblueee__,Sun Jun 01 03:15:39 +0000 2025,0,0,langsung kaburajadulu,positive
💕 INRI,Mat16_16,Sun Jun 01 02:27:25 +0000 2025,0,0,prabowo subianto 10 juta lapangan kerja cuma omon2 buat pencari kerja kaburajadulu dpr ri koran tempo detikfinance cnbc indonesia tvonenews mnctv inews bem si bem ui ugm universitas padjadjaran,neutral
hai saya riri 🌻,energenjagung__,Sun Jun 01 01:41:47 +0000 2025,0,0,mungkin kata orang orang kaburajadulu itu akan ku mulai sekarang bismillah,neutral
Rere,perthfttm,Sun Jun 01 01:41:37 +0000 2025,0,0,gw disupport kaburajadulu,positive
🖤,shinbisaja,Sun Jun 01 01:28:39 +0000 2025,0,0,dari no na kita belajar mending kaburajadulu rolling on the floor laughing,positive
ardi riau,PutraMelay6837,Wed Jul 30 23:17:43 +0000 2025,1,0,kaburajadulu seperti si wakwowomonomon dulu yang kabur ke yordania,positive
Ajeng,ajengayi,Wed Jul 30 23:04:36 +0000 2025,0,0,amiinn semoga terwujud sampe nikah dan pindah kewarganegaraan ka kaburajadulu rolling on the floor laughing,positive
cimbulpamungkas,cimbulpamungkas,Wed Jul 30 22:04:48 +0000 2025,0,1,pridiksi istimasi oposan kaburajadulu blunder negeri ini bukan dagelan namun melihat ini anda anda harus ditertawakan,positive
Future And You,FutureNYou,Wed Jul 30 17:29:23 +0000 2025,0,0,gue sebel banget saudara gue dukung 02 suaminya keterima kerja di ln tadi bikin sw kaburajadulu woylahhh lu salah satu penyumbang malah main kabur aja,positive
sap sap saApp,hanamaset,Wed Jul 30 17:23:37 +0000 2025,0,1,makanya yuk ke bdg aja kaburajadulu,positive
fujidafau,fauvineyard,Wed Jul 30 16:07:42 +0000 2025,0,1,mereka yang begitu juga kayaknya pengen mereka juga yang kena musibah tapi mengingat mereka punya uang banyak buat kaburajadulu jadi bener kayaknya mau genosida in penduduk sendiri,positive
🎱,farraway8,Wed Jul 30 16:02:47 +0000 2025,0,0,sumpah rasanya tuh kaya tahan napas baru lega kalo udah kaburajadulu,positive
✯saqiw,selerasa,Wed Jul 30 15:47:05 +0000 2025,0,0,sori sambat tp adakah yg mau bljr jerman sm sy biar bisa kaburajadulu bercanda tapi dr lubuk hati gw yg paling dalam beneran mau kabur dr negara ini man standing,positive
Chan?,NgidolSinchan,Wed Jul 30 15:30:45 +0000 2025,0,0,maka dari itu kaburajadulu,positive
eja🧍🏻‍♀️,jiungmargonda,Wed Jul 30 15:00:18 +0000 2025,0,0,gw boleh jujur ga kalo sebenernya gw mimpiin gw adalah warga kaburajadulu,positive
roketair,aquajetttt,Wed Jul 30 13:16:32 +0000 2025,0,0,berapa jumlah tweet kaburajadulu,positive
Node.,mintcox,Wed Jul 30 12:11:08 +0000 2025,0,0,memang pada stress pelanggar ham sampai kaburajadulu ke luar negeri dimaafkan gitu aja dah ga ketolong nih negara rip wilted flower,positive
ril,bebbysasa,Wed Jul 30 12:00:33 +0000 2025,0,0,sudah saatnya kaburajadulu,positive
"Tian 🤠 Topup & Joki GI, HSR, ZZZ",tinspel,Wed Jul 30 11:49:32 +0000 2025,0,0,wadeh kaburajadulu nih,positive
Al.,afhprchya,Wed Jul 30 11:29:35 +0000 2025,1,8,safe flight keren bgttttt berhasil join kaburajadulu semoga gua juga bisa nyusul keluar dari negara gajelas ini see u on top joooooo well miss u face holding back tears two hearts,negative
𝔍'𝔰✨,j_sungjinsung_j,Wed Jul 30 11:27:46 +0000 2025,0,0,kita yang susah payah kerja ketika hasil kerjanya disimpan malah dibekukan ketika kami pengangguran apa yang kamu lakukan melarikan diri ke negeri lain kau anggap pengkhianat tapi habis itu malah kau suruh kaburajadulu mau positive thinking tapi ini udah triangular flag banget,positive
Mirsu.,ismiradhs,Wed Jul 30 11:17:35 +0000 2025,0,0,udah saatnya kaburajadulu ke rumah sungjin,positive
Adhi Pram Gitu Loh,sigantengaduhai,Wed Jul 30 10:32:15 +0000 2025,0,1,bisa ya bisa tidak makanya disebut probabilitas tapi paling tidak ada track record menjadi kepala pemerintahan yg bisa dipertimbangkan presiden yg sekarang jadi ketua aja belum pernah jadi komandan dipecat dulu negara lagi krisis juga malah kaburajadulu yekan,positive
🥨,hamwanjin,Wed Jul 30 10:17:26 +0000 2025,0,0,kaburajadulu gak sih,positive
Ocean Blvd,aslinya8orang,Wed Jul 30 09:34:12 +0000 2025,0,0,sekian dan terima nasib saatnya mencari jalan lain untuk kaburajadulu waving hand,neutral
Bai_yu991048,yu991048,Wed Jul 30 09:33:06 +0000 2025,0,0,wok wok kemaren indonesia gelap sama kaburajadulu lu katain lu rendahin rakyat mulut lu pas ngomong lu miringin khas org jawa kalau ngenyek wong liyo tp pernah ada masa kau kritis begini what has gone wrong oh ya anda dah ada kuasa haha jd tdk napak tanah,positive
mpuy 🫑Ⓜ️🎧,mpupuyy,Wed Jul 30 08:59:07 +0000 2025,0,0,ah monyet bgt makin makin kupingku mendengar ocehan tetangga yaallah plis kaburajadulu juseyo ke singapur loudly crying face water pistol,positive
夜奏花,Nalvarein,Wed Jul 30 06:44:27 +0000 2025,0,1,lu ngomong sampe berbusa pun percuma bang yang mayoritas emang gak pernah ngerasain biasa mereka ngerasain kalo da kaburajadulu ke negara dimana mereka jadi minoritas termasuk agamanya,positive
zoeyzuzia²⁵ gap era,cheriszoey,Wed Jul 30 06:40:35 +0000 2025,0,0,all of my friend yg milih 02 skrg pada pengen kaburajadulu wkwkwk trs kalau ada kebijakan ngawur pada diem pdhl dlu paling vokal kalau ada politikus yg kaya tikus,positive
͏ً,juyovibe,Wed Jul 30 05:49:12 +0000 2025,0,0,juyeon udh gw bilang kaburajadulu,positive
waltwest,waltwest0911,Wed Jul 30 05:03:21 +0000 2025,0,0,yakin bu bukan karena kaburajadulu atau banyak yang meninggoy kaya bokap saya,positive
Dr. Nov🍉,muhamaddaffari2,Wed Jul 30 04:34:38 +0000 2025,0,0,memang dok koen motivasi bagi orangorang apaapa flexing dikitdikit coli dikitdikit ngencuk makin banyak civil society kaya anda makin maju indonesia setelah kaburajadulu 1 periode ini,positive
Master Bagasi,masterbagasi,Wed Jul 30 04:17:04 +0000 2025,0,0,aku udah bisa masak kok di sini juga diaspora bawa 7 bungkus instan dari indo termasuk bumbu dan ukuran jumbo karena rasa rumah cuma bisa didapet dari sini kaburajadulu,neutral
Chausseestr.,Chausseest,Wed Jul 30 03:58:07 +0000 2025,1,3,untuk melanjutkan misi gw untuk jadi dalang kaburajadulu koruptor ini ada 11 spot kelas dengan discounted price 500rb gw percaya kalau butuh critical amp creative designerly thinking ini untuk bisa naikin probabilitas buat tembus ke luar negeri,negative
ABR - Bukan Budi Senayan -,yantokantok,Wed Jul 30 03:43:23 +0000 2025,0,1,mari kerja dalam negeri dan menabung di bank luar negeri saja kaburajadulu,positive
gē jiûcài 🥷🏿כְּרוּב,notrealdisastr,Wed Jul 30 02:32:58 +0000 2025,0,0,jepang bakal ubah sistem residensi bagi para pekerja asing kaburajadulu,neutral
Meyy,persephonixxx,Wed Jul 30 02:15:15 +0000 2025,0,0,makin mantap buat kaburajadulu,positive
dimana mana,mybrownz,Wed Jul 30 01:39:15 +0000 2025,1,1,resources lengkap belajar bahasa korea ebook update terbaru kaburajadulu,neutral
Uni Imas Wahyuni,Imas_uni,Wed Jul 30 00:25:18 +0000 2025,6,23,sehat sehat yah kalian sabar2 tinggal di indo ku doain cepet2 lancar yg niat kaburajadulu org mana sih yg mikir badan rapih dbungkus lakban bilang itu bunuh diri iyahh polisi kitaaaa tercintah masa kamu gak percaya sih sama polisi kita percayaaa donggggg smiling face smiling face folded hands,negative
idad sadudin,d4ds,Wed Jul 30 00:18:31 +0000 2025,0,0,betul sekali mau kaburajadulu,positive
duren duri item 🇲🇨,bl4ckb3ll,Tue Jul 29 23:45:16 +0000 2025,0,0,dah lah kaburajadulu,positive
goddessmeg,dewi_megan,Tue Jul 29 22:54:26 +0000 2025,2,28,apa secara langsung dia yang terbukti wajib bertanggung jawab atau kena getahnya apa kasusnya serupa kaya paslon satunya yang secara resmi pernah kaburajadulu dan dicap kriminal kemanusiaan secara internasional gak tau sih rolling on the floor laughing yah anyway i always pick lesser evil,positive
💞INRI,INRI2025,Tue Jul 29 17:05:39 +0000 2025,0,0,pemerintah oligarki indonesia dan dpr ri bikin kaburajadulu ke jepang downright arrow mau kerja resmi di jepang ini syarat proses dan realita jalur resmi pmi bem si universitas padjadjaran universitas brawijaya universitas diponegoro mahasiswa,neutral
中島ヒロ,tidusshuyin,Tue Jul 29 16:43:29 +0000 2025,0,0,bahwa pemuda ini mlakukan bela diri yg baik secara syariathakikatmakrifattoriqot jg sesuai islam adlah halal dan diwajibkan membunuh pelaku kezaliman kaburajadulu,positive
ven,safeplaceonly_,Tue Jul 29 15:04:14 +0000 2025,1,0,damn malik msih bocil udh dicekokin aib pemerintah gede dikit minta kaburajadulu loudly crying face index pointing at the viewer,positive
Ardn,Babatmentai,Tue Jul 29 14:30:43 +0000 2025,0,0,nabung buat nikah cross mark button nabung buat kaburajadulu check mark button,positive
rew,eterkwan,Tue Jul 29 14:30:06 +0000 2025,0,0,bener2 manifest bisa selangkah maju buat kaburajadulu moment face holding back tears loudly crying face masih kaget juga dikasih sangu hadiah uang jajan loudly crying face loudly crying face loudly crying face baik banget ceo ku huaaaaa,negative
itspinaa,pindottt_,Tue Jul 29 14:23:03 +0000 2025,0,0,hal yang bikin pengen banget kaburajadulu tapi masih berat juga,positive
Kar,SisterYao_,Tue Jul 29 13:01:53 +0000 2025,0,0,dh kelar packing koper minggu shap kaburajadulu,neutral
andy,haecdiehz,Tue Jul 29 12:58:12 +0000 2025,0,0,lumayan bisa kaburajadulu bentar wkwkwk thank you kak ika,negative
Pireu🍒,piacinamide,Tue Jul 29 12:53:15 +0000 2025,0,0,yuukk kaburajadulu,neutral
Leopurwanto | #ONTIME for #Cakrawala,Leopurwanto4,Tue Jul 29 11:54:53 +0000 2025,0,1,selain gampang dalam proses yg penting banyak duit juga kaburajadulu pun percuma kalo duit juga masih pas pasan hidup buat bulanan grinning face with sweat,positive
BurHan🦉al-Kayis 👨🏻‍🔬🏴‍☠️,Co2micDu5t,Tue Jul 29 11:50:28 +0000 2025,0,0,citra penculik yg jadi pelopor kaburajadulu shushing face seenoevil monkey,positive
lumié,emingries,Tue Jul 29 11:45:15 +0000 2025,0,0,udah di tahap cuma pengen punya sponsor biar bisa kaburajadulu loudly crying face loudly crying face loudly crying face,positive
ℙ𝕒𝕟𝕘𝕘𝕚𝕝𝕒𝕛𝕒𝕒𝕓𝕚,didi_ng,Tue Jul 29 11:44:55 +0000 2025,0,0,kaburajadulu modelan dia mah nyelametin diri dan keluarganya bacot doang gede,positive
setiawan,hyantzoe,Tue Jul 29 11:04:22 +0000 2025,0,0,setelah dipikir sepertinya ada benang merahnya kaburajadulu yg menggaungkan tagar ini cobak ditanya dulu motifnya beneran mau bantu kerja wni cuman fomo atau bagian dari sindikat,positive
Lily Gilly,floatinbloom,Tue Jul 29 10:56:28 +0000 2025,1,4,menjadi wni disappointed face dilawan dengan mengusahakan kaburajadulu,positive
MasZeed🕌,pheonix1139,Tue Jul 29 10:38:39 +0000 2025,0,7,d3 sekalian belajar jepang otodidak 3 tahun ambil visa tg tes jlpt ambil ssw peternakan matching job lpk udh gak usah mikirin peluang kerja disini susah kaburajadulu,positive
jebs 🍬,kissmemahiru,Tue Jul 29 09:52:05 +0000 2025,0,0,semangat ya semoga kesampaian kaburajadulu,negative
zmn,driesvanormcore,Tue Jul 29 09:11:10 +0000 2025,1,13,ini mah wajib kaburajadulu,positive
Dian 🎀,petitestardust,Tue Jul 29 08:47:18 +0000 2025,0,4,memonitor janganjangan beliau intel utusan g buat menyusup di gerakan kaburajadulu,positive
BLurah,bojonejoon,Tue Jul 29 08:40:15 +0000 2025,0,0,kemaren itu ini balik ke misi kaburajadulu lagi grinning face with smiling eyes,negative
chupa chups,chwehanwoo,Tue Jul 29 08:20:32 +0000 2025,0,0,ada modal 200jt mah mending kaburajadulu beaming face with smiling eyes beaming face with smiling eyes,positive
Akiem Aja,Sharekoe,Tue Jul 29 07:48:10 +0000 2025,0,0,antek asing itu ternyata di masih ingat pernyataannya sendiri tahun 2030 indonesia sdh tidak ada lagi kaburajadulu,positive
Aries,aforann,Tue Jul 29 07:37:46 +0000 2025,0,0,ini rencana dr kaburajadulu ka,neutral
Master Bagasi,masterbagasi,Tue Jul 29 06:58:35 +0000 2025,0,0,comfort food kalau cuaca lagi gini pasti nasi telor sama apalagi nasinya anget beuhhh enaknya nampol kalau kangen makan sambel boleh banget cek aplikasi master bagasi kaburajadulu,neutral
Azwar L,azwarlnst_,Tue Jul 29 05:50:41 +0000 2025,0,1,mana nih para penyepong kaburajadulu jurusan malay,positive
Hoho Alkaf - Kades Viral,HohoAlkaf,Tue Jul 29 05:49:53 +0000 2025,0,1,yang penting bukan seberapa cepat kita sampai tapi seberapa kuat kita bertahan untuk terus melangkah kaburajadulu,negative
Powy,miekasah,Tue Jul 29 04:42:38 +0000 2025,0,0,hi sorry oot bantu aku kaburajadulu dong dengan ngisi kuesionerku ada giveaway gopay 50 buat 2 org nih,neutral
Uswatul Chabibah,uswahabibah,Tue Jul 29 03:56:28 +0000 2025,0,1,lowongan menarik untuk anak fibkom fisip buat kaburajadulu ke sharjah uni emirat arab sebagai staf kom amp editor di,neutral
mutiara,ayamgota,Tue Jul 29 03:29:47 +0000 2025,0,0,ortu lu mulai mempertimbangkan kaburajadulu loudly crying face loudly crying face loudly crying face,positive
オルンジ いろのねこ,kochengoren__,Tue Jul 29 03:06:15 +0000 2025,0,7,thanks to mas dan para user x lain yg aktif menyuarakan kaburajadulu akhirnya setelah mencoba dan gagal berkalikali dari tahun lalu hari ini dapet offer buat posisi senior qa engineer di salah satu startup di tokyo face holding back tears,negative
🇮🇩 Merdekªªª❗️,PapaEK0,Tue Jul 29 02:40:41 +0000 2025,0,1,buat apa kaburajadulu bila di negeri sendiri lebih nyaman karena cuma nyanggong sambil menengadahkan tangan meminta belaskasihan tiap hari di tempat peribadatan pasti ada saja yang memberikan uang seikhlasnya fakta red exclamation mark neng face screaming in fear,positive
pohon ijo❥🌳,ijo_pohon,Tue Jul 29 02:29:43 +0000 2025,0,0,lt relate untuk warga negara lain tapi tidak untuk wni smirking face sebenarnya lebih kepemerintahan nyaa sih yg buat bencimuakemot muntahgtcontohnya kaburajadulu,positive
dam,thebestboyfie,Tue Jul 29 01:09:55 +0000 2025,0,0,mau kaburajadulu ya,positive
Dhnt,fathale,Tue Jul 29 00:41:17 +0000 2025,0,0,ikannya aja sampai kaburajadulu,positive
Giggly Georgy,DakotaGeorgy,Tue Jul 29 00:05:25 +0000 2025,0,11,kirain pada mau kaburajadulu karena taunya malah sibuk ngurusin ijazah jkw rolling on the floor laughing rolling on the floor laughing rolling on the floor laughing betah ni yeeeee,positive
may,buluketekdowoon,Mon Jul 28 17:59:14 +0000 2025,0,0,semoga nanti bisa fomo ikutan kaburajadulu deh,positive
xei uni freshmen,user252978,Mon Jul 28 17:33:02 +0000 2025,0,0,ini ada ch wa yg isi nya info ttg kuliah ke ln bisa di cek aja di sini bagus bgt info yg dia kasih tuh trus klo mau nanya ke keei nya bisa liat di bio ch nya aja ada ch khusus qna follow the keei k nya kaburajadulu channel on whatsapp,neutral
:3,vernon5sos,Mon Jul 28 16:06:16 +0000 2025,0,0,pengen kaburajadulu sad but relieved face victory hand,positive
Zidane F,parz1valzz_,Mon Jul 28 16:04:37 +0000 2025,1,3,jot menerapkan kaburajadulu,positive
Niar Ibrahim Rose,ImRoseWhoRU,Mon Jul 28 15:57:26 +0000 2025,0,0,bahas landasan dasar ku kenapa aku kepo terkait ini uipm juga indon gelap kaburajadulu,positive
Febrsuavy,febrsuavy,Mon Jul 28 15:29:02 +0000 2025,0,0,menarikkk loker brunei cocok ga ya buat kaburajadulu loudly crying face folded hands light skin tone,positive
ikakusu || akun lama kesuspend,magentajingga_,Mon Jul 28 14:21:34 +0000 2025,0,0,mutualku pada keren2 bangett yaa ampuun selamaaatt kaburajadulu yaa ndi folded hands,negative
awanミ☆,sunsetonthece,Mon Jul 28 13:50:59 +0000 2025,0,0,nah itu kakkkkkkk index pointing up light skin tone loudly crying face itu yang aku rasain waktu itu makanya aku kaburajadulu,positive
cikgu rakjel,ArisPriyono_SPd,Mon Jul 28 12:49:50 +0000 2025,0,0,kaburajadulu ya dek ibrahim,positive
Fatimah 🍉,sifatlanur,Mon Jul 28 12:29:39 +0000 2025,0,0,baru nonton weh tau syuting di sini mah aku mau ikutan ih kenal bgt itu tempatnya kyk kmaren baru lewat loudly crying face ini judulnya ngegambarin kaburajadulu tapi dari jepun memilih jadi wni kah broken heart,positive
𝐚𝐜𝐚✰,sillvermizt,Mon Jul 28 12:22:26 +0000 2025,0,0,dibilang mati listrik elah disappointed face disappointed face disappointed face kaburajadulu,positive
dfl09,dflsy09,Mon Jul 28 11:29:49 +0000 2025,0,0,aisshh geramnyee mending kaburajadulu weary face,positive
Aley,Aleeyy23,Mon Jul 28 10:53:31 +0000 2025,0,0,temen gue berhasil kaburajadulu jadi iri loudly crying face loudly crying face,negative
Nayla S.I.Kom,8ikattee,Mon Jul 28 10:30:03 +0000 2025,2,2,aku juga mau ngekost akubjuga mau kaburajadulu face exhaling,positive
Sash.,driveforth,Mon Jul 28 07:38:38 +0000 2025,0,0,wkwkwk sesekali boleh kaburajadulu liburan biar ga penat makin sibuk dan susah cuti ya tapi kamu,neutral
akash4,m0cchachino,Mon Jul 28 07:07:21 +0000 2025,0,0,ini konsepnya kaburajadulu yaa,neutral
Master Bagasi,masterbagasi,Mon Jul 28 06:22:03 +0000 2025,0,0,di jakarta lagi hujan deres nih jadi bikin laper terusss cocok banget makan yang angetanget kayak soto rawon apalagi mie mie an kaburajadulu,positive
🫐,whersical,Mon Jul 28 05:29:00 +0000 2025,0,8,anjing beneran kayak rezim mulyono dan si batch 1 kaburajadulu,positive
Node.,mintcox,Mon Jul 28 05:27:23 +0000 2025,0,0,damn benar juga pemimpinnya aja pelaku sampai kaburajadulu ke negara lain face with crossedout eyes,positive
ᮓᮙᮤᮃᮔ᮪🪫,damiansstark,Mon Jul 28 04:53:34 +0000 2025,0,2,demi apa ini dapet lampu kuning katanya belajar dulu bahasa belanda terus nanti urus paspor loudly crying face loudly crying face loudly crying face loudly crying face loudly crying face bismillah kaburajadulu netherlands netherlands netherlands,positive
💭,moonariesz,Mon Jul 28 04:01:38 +0000 2025,0,0,kita usahakan kaburajadulu itu secepatnya folded hands loudly crying face,positive
nyaw,cumiloverss,Mon Jul 28 03:46:55 +0000 2025,0,0,pusinggg gitttt udh paling bener kaburajadulu,positive
Adith W. Pradipta 🇵🇸,adith_wp,Mon Jul 28 02:37:30 +0000 2025,0,0,belum tau aja mereka kalo gw bagian dari movement kaburajadulu,positive
Alabyu Zulkidin,wannaniek,Mon Jul 28 01:56:12 +0000 2025,0,0,saatnya kaburajadulu naek lagi,positive
eev,beautations,Mon Jul 28 01:46:06 +0000 2025,0,0,udah siap kaburajadulu,positive
olizyusuf,ziloBois,Mon Jul 28 01:15:58 +0000 2025,0,0,kaburajadulu salam harapan,positive
bell,baebellaaaa,Mon Jul 28 00:09:46 +0000 2025,0,0,hi kak mari mutualan waving hand waving hand pengen tau kehidupan disana gmn brb prepare for kaburajadulu,neutral
minneifort,moonprvlg,Sun Jul 27 23:54:55 +0000 2025,0,0,kaburajadulu bersama boyf keknya seru,positive
217,217_seven,Sun Jul 27 23:37:41 +0000 2025,0,5,fi amanillah wa barakallahu lakum fi dunya wal akhirah ibrahim yang masih mungil sdg tdk ngasih contoh kaburajadulu loh ya krn sdg menuntut ilmu utk bekal menyongsong masa depan,positive
Anak desa(sunda liberal),Futrasunda01,Sun Jul 27 22:55:21 +0000 2025,0,0,bukan hanya kaburajadulu tapi harus,neutral
Sash.,driveforth,Sun Jul 27 15:54:08 +0000 2025,0,0,gila udah mau duluan kaburajadulu dia guys,positive
𐦍,Mornaire,Sun Jul 27 15:48:14 +0000 2025,0,0,udah lebih dari kata siap ini mah yuk kaburajadulu sudah saatnya memasuki periode jesse liam 3,positive
